cliente_id,meses_cliente,satisfaccion,tickets_soporte,gasto_ultimo_mes,dias_ultima_compra,productos_diferentes,churn,clv_estimado,segmento
PREM_0001,31.85977932194548,6.8,0,179.78870843027775,1.0,20,0,3894.702362651606,Premium
PREM_0002,28.40503848732133,8.0,0,250.15327152264595,24.06449623253939,7,0,5679.03136717149,Premium
PREM_0003,28.739830972408775,8.6,1,268.838795351531,12.969430683569074,16,0,6625.635970436061,Premium
PREM_0004,19.783505928515225,8.8,0,190.5713073893428,21.41472943448662,11,0,3320.9728267991522,Premium
PREM_0005,32.11028760729767,8.9,0,259.08509669376633,24.484727658759653,14,0,7440.897770302087,Premium
PREM_0006,24.724729355427538,6.0,0,236.75089588852475,4.398706024356731,13,0,3536.3547547567946,Premium
PREM_0007,28.641589700326517,5.7,0,212.60674306383876,1.0,12,0,3471.3609064152542,Premium
PREM_0008,17.67027109491054,5.7,0,214.60725537880987,21.889738708996084,16,0,2152.263584122722,Premium
PREM_0009,34.81946667836979,7.9,0,200.24401009491393,11.55123218555686,13,0,5523.239113152609,Premium
PREM_0010,29.257614840776622,9.9,0,214.9108338789985,13.26686006586875,20,0,6233.928105279625,Premium
PREM_0011,41.21080789183592,7.6,1,252.1981466063538,11.942863509592431,15,0,7926.2086038059215,Premium
PREM_0012,23.168192644018013,6.3,0,219.3005895662923,20.40175607943391,17,0,3194.9403685253924,Premium
PREM_0013,29.04592461828873,7.3,1,211.33110899848415,10.25840930818244,12,0,4501.925183736133,Premium
PREM_0014,29.185453851033195,7.0,0,261.72175172121456,18.296748653046144,15,0,5379.049126211022,Premium
PREM_0015,28.567779325117968,9.9,0,267.67575897163186,1.0,19,0,7581.335951101865,Premium
PREM_0016,36.93514752161343,5.8,0,156.14706319873855,1.0,15,0,3362.042186318529,Premium
PREM_0017,22.456723237914765,9.2,0,251.1841076315857,5.0050925414164436,16,0,5212.150314795982,Premium
PREM_0018,32.22368341621179,7.0,0,313.8743488029584,7.658875373522925,8,0,7106.886904764614,Premium
PREM_0019,30.09298444777973,8.8,0,212.93756569476855,14.71701013295849,19,0,5611.260514492824,Premium
PREM_0020,35.87218835650472,7.7,0,212.76880380034262,20.72790516022605,22,0,5854.216208601506,Premium
PREM_0021,18.286491097698143,8.3,0,183.03246425834823,3.1850978311741915,15,0,2766.6168402461494,Premium
PREM_0022,28.661843486403832,9.4,0,237.83696268241638,11.602779019819684,18,0,6410.826055787836,Premium
PREM_0023,24.180946155397432,5.7,0,291.0510502537795,20.48015963337522,16,0,3990.655106961321,Premium
PREM_0024,18.624185164396437,7.6,0,193.74733440055434,25.17344634232831,13,0,2739.648343772635,Premium
PREM_0025,40.26191130402062,7.0,0,259.30065904539197,29.25751425899673,23,0,7279.280162736046,Premium
PREM_0026,32.79274660663313,9.6,0,138.49597232418722,17.22672420227851,20,0,4373.3473172708045,Premium
PREM_0027,42.87973605189544,7.7,0,211.7362232529147,20.03658620889576,15,1,6996.054644480895,Premium
PREM_0028,22.10056426818574,7.5,0,217.92443566959398,21.033839752465376,9,0,3633.870892168579,Premium
PREM_0029,43.00936671372709,7.9,0,250.42113212219132,2.854700591872337,11,0,8546.626021482696,Premium
PREM_0030,29.208639697221827,5.8,0,272.3470915543334,19.505199900247142,14,0,4598.216813894052,Premium
PREM_0031,27.308691945347093,8.7,0,250.379443261281,24.905547114342106,13,0,5928.358039295995,Premium
PREM_0032,29.801882822444828,7.4,0,315.276332652031,5.90329843140365,20,0,6995.497132530313,Premium
PREM_0033,26.860964119829653,8.1,0,179.9523118642036,26.381191629118472,22,0,3903.1501605983867,Premium
PREM_0034,35.14260291439084,7.8,0,207.4377205430516,1.0,14,0,5688.128031919752,Premium
PREM_0035,25.261530891004806,6.0,0,211.65081699474095,36.84454655056749,14,0,3186.4821786176926,Premium
PREM_0036,27.171391200787014,6.8,0,276.63685913547323,1.0,11,0,5136.595544592502,Premium
PREM_0037,27.738442015247255,7.5,0,252.53660578029871,11.866651290656847,13,0,5245.621175158342,Premium
PREM_0038,19.185161600145914,6.4,0,350.43209345898305,15.622275220883571,12,0,4286.435319688473,Premium
PREM_0039,25.445119939730734,9.9,1,336.087963764407,20.653274481143526,9,0,8506.615028737593,Premium
PREM_0040,24.090879316895357,5.8,0,235.87546179014112,2.206154144261939,14,0,3296.0552412378565,Premium
PREM_0041,29.711839285873776,8.6,1,198.34705793370404,22.470336174988326,6,0,5047.550469929299,Premium
PREM_0042,28.55204409087227,9.6,1,273.3178944625937,25.568535230535552,10,0,7496.841442682286,Premium
PREM_0043,35.74898525043537,10.0,0,234.76436131172466,17.90997489513519,14,0,8392.587689860724,Premium
PREM_0044,32.60939679576881,8.9,0,194.77900630811132,8.37531435976175,14,0,5661.616622807846,Premium
PREM_0045,39.83955311112021,7.9,0,232.93470126750245,31.99118732734101,7,0,7354.711208842978,Premium
PREM_0046,18.913076019942025,9.2,0,157.17952138931568,5.217971140422442,19,0,2725.787274532892,Premium
PREM_0047,26.092053060927533,10.0,1,215.26219136198446,23.67689325241393,9,1,5616.632519028435,Premium
PREM_0048,31.611289589179986,6.8,1,232.89380551816555,17.491975909309918,16,0,4996.43700678093,Premium
PREM_0049,13.560943194683848,9.9,0,195.1703755062075,3.833702240112414,14,0,2620.439518671564,Premium
PREM_0050,28.0863853184776,5.7,0,271.5459432637845,33.0274485950091,11,0,4368.303701225004,Premium
PREM_0051,34.17310519441069,7.1,0,288.64978857475546,9.68817617632264,15,0,7044.807245975763,Premium
PREM_0052,18.065275866355734,10.0,0,207.9130355886457,1.0,20,0,3756.006344120322,Premium
PREM_0053,24.539534497443032,8.5,1,208.95302212970864,2.1667865060233513,15,0,4361.987041538456,Premium
PREM_0054,24.813012878584413,7.3,1,321.95223268221315,21.263820701975735,19,0,5809.832126915673,Premium
PREM_0055,34.58483980596006,7.3,1,221.37440003182488,19.494827283506165,14,0,5603.706740639257,Premium
PREM_0056,36.722903293549166,8.0,0,279.14189661356437,11.017987598081675,13,0,8161.364962720121,Premium
PREM_0057,21.15132939272906,7.4,0,274.8501241605456,14.179404849768828,12,0,4324.280930714296,Premium
PREM_0058,29.457924837253227,9.9,0,392.0554401896713,20.483547380539395,13,0,11462.745074347351,Premium
PREM_0059,30.247714567345593,8.0,0,151.7224293619074,10.334926982011725,12,0,3684.5666163729634,Premium
PREM_0060,15.990684413255305,10.0,0,274.01776213116585,5.499492309165353,19,0,4381.731557865934,Premium
